ROK,WEB_PUBL_DATE,MENA,R1_AREA,R1_POPIS_LNG,S1_POPIS_LNG,H_HODNOTA_PUBL
2020,2022-03-23 10:00:00,EUR,LT,Lithuania,Reinvestment of earnings,0
2020,2022-03-23 10:00:00,USD,LT,Lithuania,Reinvestment of earnings,0
2021,2023-03-23 10:00:00,CZK,LT,Lithuania,Reinvestment of earnings,-63.055916
2021,2023-03-23 10:00:00,EUR,LT,Lithuania,Reinvestment of earnings,-2.5364407079646
2021,2023-03-23 10:00:00,USD,LT,Lithuania,Reinvestment of earnings,-2.87257601020455
2014,2016-03-22 10:00:00,CZK,LT,Lithuania,Other capital,34.285098
2014,2016-03-22 10:00:00,EUR,LT,Lithuania,Other capital,1.23661309287647
2014,2016-03-22 10:00:00,USD,LT,Lithuania,Other capital,1.50149329946571
2015,2017-03-21 10:00:00,CZK,LT,Lithuania,Other capital,83.423
2015,2017-03-21 10:00:00,EUR,LT,Lithuania,Other capital,3.08688251618871
2015,2017-03-21 10:00:00,USD,LT,Lithuania,Other capital,3.36057847244602
2016,2018-03-16 10:00:00,CZK,LT,Lithuania,Other capital,-19.232
2016,2018-03-16 10:00:00,EUR,LT,Lithuania,Other capital,-0.711769059955588
2016,2018-03-16 10:00:00,USD,LT,Lithuania,Other capital,-0.750107258473419
2017,2019-03-15 10:00:00,CZK,LT,Lithuania,Other capital,-18.583
2017,2019-03-15 10:00:00,EUR,LT,Lithuania,Other capital,-0.72760375880971
2017,2019-03-15 10:00:00,USD,LT,Lithuania,Other capital,-0.872810107557184
2018,2020-03-13 10:00:00,CZK,LT,Lithuania,Other capital,3.081
2018,2020-03-13 10:00:00,EUR,LT,Lithuania,Other capital,0.119766763848397
2018,2020-03-13 10:00:00,USD,LT,Lithuania,Other capital,0.137140567969376
2019,2021-03-16 10:00:00,CZK,LT,Lithuania,Other capital,17.774
2019,2021-03-16 10:00:00,EUR,LT,Lithuania,Other capital,0.699488390397481
2019,2021-03-16 10:00:00,USD,LT,Lithuania,Other capital,0.785730073825207
2020,2022-03-23 10:00:00,CZK,LT,Lithuania,Other capital,-15.175
2020,2022-03-23 10:00:00,EUR,LT,Lithuania,Other capital,-0.578205372451896
2020,2022-03-23 10:00:00,USD,LT,Lithuania,Other capital,-0.709543180436714
2021,2023-03-23 10:00:00,CZK,LT,Lithuania,Other capital,183.949
2021,2023-03-23 10:00:00,EUR,LT,Lithuania,Other capital,7.39939662107804
2021,2023-03-23 10:00:00,USD,LT,Lithuania,Other capital,8.37998268871578
2014,2016-03-22 10:00:00,CZK,LT,Lithuania,Sum,-30.594052
2014,2016-03-22 10:00:00,EUR,LT,Lithuania,Sum,-1.10348248872858
2014,2016-03-22 10:00:00,USD,LT,Lithuania,Sum,-1.33984636944907
2015,2017-03-21 10:00:00,CZK,LT,Lithuania,Sum,74.79649
2015,2017-03-21 10:00:00,EUR,LT,Lithuania,Sum,2.76767770582794
2015,2017-03-21 10:00:00,USD,LT,Lithuania,Sum,3.01307162423461
2016,2018-03-16 10:00:00,CZK,LT,Lithuania,Sum,-73.168016
2016,2018-03-16 10:00:00,EUR,LT,Lithuania,Sum,-2.70792065136936
2016,2018-03-16 10:00:00,USD,LT,Lithuania,Sum,-2.85377807246773
2017,2019-03-15 10:00:00,CZK,LT,Lithuania,Sum,33.676594
2017,2019-03-15 10:00:00,EUR,LT,Lithuania,Sum,1.31858238057948
2017,2019-03-15 10:00:00,USD,LT,Lithuania,Sum,1.58172908740783
2018,2020-03-13 10:00:00,CZK,LT,Lithuania,Sum,182.29
2018,2020-03-13 10:00:00,EUR,LT,Lithuania,Sum,7.08610301263362
2018,2020-03-13 10:00:00,USD,LT,Lithuania,Sum,8.11403899225496
2019,2021-03-16 10:00:00,CZK,LT,Lithuania,Sum,22.838
2019,2021-03-16 10:00:00,EUR,LT,Lithuania,Sum,0.898780007870917
2019,2021-03-16 10:00:00,USD,LT,Lithuania,Sum,1.00959285619557
2020,2022-03-23 10:00:00,CZK,LT,Lithuania,Sum,119.89
2020,2022-03-23 10:00:00,EUR,LT,Lithuania,Sum,4.56810821108783
2020,2022-03-23 10:00:00,USD,LT,Lithuania,Sum,5.60574180576986
2021,2023-03-23 10:00:00,CZK,LT,Lithuania,Sum,617.62258
2021,2023-03-23 10:00:00,EUR,LT,Lithuania,Sum,24.8440297666935
2021,2023-03-23 10:00:00,USD,LT,Lithuania,Sum,28.1364211197667
2014,2016-03-22 10:00:00,CZK,LV,Latvia,Registered capital,0
2014,2016-03-22 10:00:00,EUR,LV,Latvia,Registered capital,0
2014,2016-03-22 10:00:00,USD,LV,Latvia,Registered capital,0
2015,2017-03-21 10:00:00,CZK,LV,Latvia,Registered capital,0
2015,2017-03-21 10:00:00,EUR,LV,Latvia,Registered capital,0
2015,2017-03-21 10:00:00,USD,LV,Latvia,Registered capital,0
2016,2018-03-16 10:00:00,CZK,LV,Latvia,Registered capital,246.6233
2016,2018-03-16 10:00:00,EUR,LV,Latvia,Registered capital,9.12743523316062
2016,2018-03-16 10:00:00,USD,LV,Latvia,Registered capital,9.61906860641991
2017,2019-03-15 10:00:00,CZK,LV,Latvia,Registered capital,250.7823
2017,2019-03-15 10:00:00,EUR,LV,Latvia,Registered capital,9.81919733750979
2017,2019-03-15 10:00:00,USD,LV,Latvia,Registered capital,11.7787938565591
2018,2020-03-13 10:00:00,CZK,LV,Latvia,Registered capital,190.7387
2018,2020-03-13 10:00:00,EUR,LV,Latvia,Registered capital,7.4145267249757
2018,2020-03-13 10:00:00,USD,LV,Latvia,Registered capital,8.49010504762753
2019,2021-03-16 10:00:00,CZK,LV,Latvia,Registered capital,94.1303
2019,2021-03-16 10:00:00,EUR,LV,Latvia,Registered capital,3.70445887445887
2019,2021-03-16 10:00:00,USD,LV,Latvia,Registered capital,4.16119092878299
2020,2022-03-23 10:00:00,CZK,LV,Latvia,Registered capital,173.195867826721
2020,2022-03-23 10:00:00,EUR,LV,Latvia,Registered capital,6.59919481145821
2020,2022-03-23 10:00:00,USD,LV,Latvia,Registered capital,8.09818430947402
2021,2023-03-23 10:00:00,CZK,LV,Latvia,Registered capital,522.725324665574
2021,2023-03-23 10:00:00,EUR,LV,Latvia,Registered capital,21.0267628586313
2021,2023-03-23 10:00:00,USD,LV,Latvia,Registered capital,23.8132807009054
2014,2016-03-22 10:00:00,CZK,LV,Latvia,Reinvestment of earnings,0
2014,2016-03-22 10:00:00,EUR,LV,Latvia,Reinvestment of earnings,0
2014,2016-03-22 10:00:00,USD,LV,Latvia,Reinvestment of earnings,0
2015,2017-03-21 10:00:00,CZK,LV,Latvia,Reinvestment of earnings,0
2015,2017-03-21 10:00:00,EUR,LV,Latvia,Reinvestment of earnings,0
2015,2017-03-21 10:00:00,USD,LV,Latvia,Reinvestment of earnings,0
2016,2018-03-16 10:00:00,CZK,LV,Latvia,Reinvestment of earnings,-50.4605
2016,2018-03-16 10:00:00,EUR,LV,Latvia,Reinvestment of earnings,-1.86752405625463
2016,2018-03-16 10:00:00,USD,LV,Latvia,Reinvestment of earnings,-1.96811498108351
2017,2019-03-15 10:00:00,CZK,LV,Latvia,Reinvestment of earnings,0
2017,2019-03-15 10:00:00,EUR,LV,Latvia,Reinvestment of earnings,0
2017,2019-03-15 10:00:00,USD,LV,Latvia,Reinvestment of earnings,0
2018,2020-03-13 10:00:00,CZK,LV,Latvia,Reinvestment of earnings,0
2018,2020-03-13 10:00:00,EUR,LV,Latvia,Reinvestment of earnings,0
2018,2020-03-13 10:00:00,USD,LV,Latvia,Reinvestment of earnings,0
2019,2021-03-16 10:00:00,CZK,LV,Latvia,Reinvestment of earnings,0
2019,2021-03-16 10:00:00,EUR,LV,Latvia,Reinvestment of earnings,0
2019,2021-03-16 10:00:00,USD,LV,Latvia,Reinvestment of earnings,0
2020,2022-03-23 10:00:00,CZK,LV,Latvia,Reinvestment of earnings,0
2020,2022-03-23 10:00:00,EUR,LV,Latvia,Reinvestment of earnings,0
2020,2022-03-23 10:00:00,USD,LV,Latvia,Reinvestment of earnings,0
2021,2023-03-23 10:00:00,CZK,LV,Latvia,Reinvestment of earnings,17.664
2021,2023-03-23 10:00:00,EUR,LV,Latvia,Reinvestment of earnings,0.71053901850362
2021,2023-03-23 10:00:00,USD,LV,Latvia,Reinvestment of earnings,0.804701380347137
2014,2016-03-22 10:00:00,CZK,LV,Latvia,Other capital,1.163
2014,2016-03-22 10:00:00,EUR,LV,Latvia,Other capital,0.041947700631199
2014,2016-03-22 10:00:00,USD,LV,Latvia,Other capital,0.050932819479723
2015,2017-03-21 10:00:00,CZK,LV,Latvia,Other capital,-17.749
2015,2017-03-21 10:00:00,EUR,LV,Latvia,Other capital,-0.656762257169288
2015,2017-03-21 10:00:00,USD,LV,Latvia,Other capital,-0.714993554624557
2016,2018-03-16 10:00:00,CZK,LV,Latvia,Other capital,-1.175
2016,2018-03-16 10:00:00,EUR,LV,Latvia,Other capital,-0.043486306439674
2016,2018-03-16 10:00:00,USD,LV,Latvia,Other capital,-0.045828620461016
2017,2019-03-15 10:00:00,CZK,LV,Latvia,Other capital,-9.525
2017,2019-03-15 10:00:00,EUR,LV,Latvia,Other capital,-0.372944400939702
2017,2019-03-15 10:00:00,USD,LV,Latvia,Other capital,-0.447372129068621
2018,2020-03-13 10:00:00,CZK,LV,Latvia,Other capital,-5.987
2018,2020-03-13 10:00:00,EUR,LV,Latvia,Other capital,-0.232730806608358
2018,2020-03-13 10:00:00,USD,LV,Latvia,Other capital,-0.266491587287457
2019,2021-03-16 10:00:00,CZK,LV,Latvia,Other capital,2.604
2019,2021-03-16 10:00:00,EUR,LV,Latvia,Other capital,0.102479338842975
2019,2021-03-16 10:00:00,USD,LV,Latvia,Other capital,0.115114274346846
2020,2022-03-23 10:00:00,CZK,LV,Latvia,Other capital,137.809
2020,2022-03-23 10:00:00,EUR,LV,Latvia,Other capital,5.25086683177748
2020,2022-03-23 10:00:00,USD,LV,Latvia,Other capital,6.44358722588488
2021,2023-03-23 10:00:00,CZK,LV,Latvia,Other capital,114.625
2021,2023-03-23 10:00:00,EUR,LV,Latvia,Other capital,4.61082059533387
2021,2023-03-23 10:00:00,USD,LV,Latvia,Other capital,5.2218577741333
2014,2016-03-22 10:00:00,CZK,LV,Latvia,Sum,50.237
2014,2016-03-22 10:00:00,EUR,LV,Latvia,Sum,1.81197475202885
2014,2016-03-22 10:00:00,USD,LV,Latvia,Sum,2.2000963475519
2015,2017-03-21 10:00:00,CZK,LV,Latvia,Sum,32.9082
2015,2017-03-21 10:00:00,EUR,LV,Latvia,Sum,1.21769472710453
2015,2017-03-21 10:00:00,USD,LV,Latvia,Sum,1.32566065098292
2016,2018-03-16 10:00:00,CZK,LV,Latvia,Sum,194.9878
2016,2018-03-16 10:00:00,EUR,LV,Latvia,Sum,7.21642487046632
2016,2018-03-16 10:00:00,USD,LV,Latvia,Sum,7.60512500487539
2017,2019-03-15 10:00:00,CZK,LV,Latvia,Sum,361.5233
2017,2019-03-15 10:00:00,EUR,LV,Latvia,Sum,14.155180109632
2017,2019-03-15 10:00:00,USD,LV,Latvia,Sum,16.9800995725894
2018,2020-03-13 10:00:00,CZK,LV,Latvia,Sum,409.4807
2018,2020-03-13 10:00:00,EUR,LV,Latvia,Sum,15.9176171039845
2018,2020-03-13 10:00:00,USD,LV,Latvia,Sum,18.226684768094
2019,2021-03-16 10:00:00,CZK,LV,Latvia,Sum,249.9908
2019,2021-03-16 10:00:00,EUR,LV,Latvia,Sum,9.83828414010232
2019,2021-03-16 10:00:00,USD,LV,Latvia,Sum,11.0512709429291
2020,2022-03-23 10:00:00,CZK,LV,Latvia,Sum,412.291367826721
2020,2022-03-23 10:00:00,EUR,LV,Latvia,Sum,15.709330075318
2020,2022-03-23 10:00:00,USD,LV,Latvia,Sum,19.2776624971581
2021,2023-03-23 10:00:00,CZK,LV,Latvia,Sum,655.014324665574
2021,2023-03-23 10:00:00,EUR,LV,Latvia,Sum,26.3481224724688
2021,2023-03-23 10:00:00,USD,LV,Latvia,Sum,29.8398398553858
2014,2016-03-22 10:00:00,CZK,LU,Luxembourg,Registered capital,109972.9252293
2014,2016-03-22 10:00:00,EUR,LU,Luxembourg,Registered capital,3966.56177562849
2014,2016-03-22 10:00:00,USD,LU,Luxembourg,Registered capital,4816.19187305334
2015,2017-03-21 10:00:00,CZK,LU,Luxembourg,Registered capital,142318.6154823
2015,2017-03-21 10:00:00,EUR,LU,Luxembourg,Registered capital,5266.18373662535
2015,2017-03-21 10:00:00,USD,LU,Luxembourg,Registered capital,5733.10568330245
2016,2018-03-16 10:00:00,CZK,LU,Luxembourg,Registered capital,157988.8929729
2016,2018-03-16 10:00:00,EUR,LU,Luxembourg,Registered capital,5847.10928841229
2016,2018-03-16 10:00:00,USD,LU,Luxembourg,Registered capital,6162.05362817973
2017,2019-03-15 10:00:00,CZK,LU,Luxembourg,Registered capital,163606.9820169
2017,2019-03-15 10:00:00,EUR,LU,Luxembourg,Registered capital,6405.91159032498
2017,2019-03-15 10:00:00,USD,LU,Luxembourg,Registered capital,7684.3258661829
2018,2020-03-13 10:00:00,CZK,LU,Luxembourg,Registered capital,225667.5169969
2018,2020-03-13 10:00:00,EUR,LU,Luxembourg,Registered capital,8772.30386771234
2018,2020-03-13 10:00:00,USD,LU,Luxembourg,Registered capital,10044.8463009392
2019,2021-03-16 10:00:00,CZK,LU,Luxembourg,Registered capital,234687.7484129
2019,2021-03-16 10:00:00,EUR,LU,Luxembourg,Registered capital,9236.0388985793
2019,2021-03-16 10:00:00,USD,LU,Luxembourg,Registered capital,10374.7733704478
2020,2022-03-23 10:00:00,CZK,LU,Luxembourg,Registered capital,332612.757438122
2020,2022-03-23 10:00:00,EUR,LU,Luxembourg,Registered capital,12673.3761645312
2020,2022-03-23 10:00:00,USD,LU,Luxembourg,Registered capital,15552.0997539684
2021,2023-03-23 10:00:00,CZK,LU,Luxembourg,Registered capital,322283.930811922
2021,2023-03-23 10:00:00,EUR,LU,Luxembourg,Registered capital,12963.9553826195
2021,2023-03-23 10:00:00,USD,LU,Luxembourg,Registered capital,14681.9703344687
2014,2016-03-22 10:00:00,CZK,LU,Luxembourg,Reinvestment of earnings,163873.779891818
2014,2016-03-22 10:00:00,EUR,LU,Luxembourg,Reinvestment of earnings,5910.68638022788
2014,2016-03-22 10:00:00,USD,LU,Luxembourg,Reinvestment of earnings,7176.74432389498
2015,2017-03-21 10:00:00,CZK,LU,Luxembourg,Reinvestment of earnings,148865.042042728
2015,2017-03-21 10:00:00,EUR,LU,Luxembourg,Reinvestment of earnings,5508.41968705747
2015,2017-03-21 10:00:00,USD,LU,Luxembourg,Reinvestment of earnings,5996.81928950725
2016,2018-03-16 10:00:00,CZK,LU,Luxembourg,Reinvestment of earnings,149454.035918628
2016,2018-03-16 10:00:00,EUR,LU,Luxembourg,Reinvestment of earnings,5531.23745072642
2016,2018-03-16 10:00:00,USD,LU,Luxembourg,Reinvestment of earnings,5829.16790509099
2017,2019-03-15 10:00:00,CZK,LU,Luxembourg,Reinvestment of earnings,263743.628434048
2017,2019-03-15 10:00:00,EUR,LU,Luxembourg,Reinvestment of earnings,10326.6886622572
2017,2019-03-15 10:00:00,USD,LU,Luxembourg,Reinvestment of earnings,12387.564155467
2018,2020-03-13 10:00:00,CZK,LU,Luxembourg,Reinvestment of earnings,263248.309240765
2018,2020-03-13 10:00:00,EUR,LU,Luxembourg,Reinvestment of earnings,10233.1704272406
2018,2020-03-13 10:00:00,USD,LU,Luxembourg,Reinvestment of earnings,11717.6314982981
2019,2021-03-16 10:00:00,CZK,LU,Luxembourg,Reinvestment of earnings,238495.7394914
2019,2021-03-16 10:00:00,EUR,LU,Luxembourg,Reinvestment of earnings,9385.90080643054
2019,2021-03-16 10:00:00,USD,LU,Luxembourg,Reinvestment of earnings,10543.1121299412
2020,2022-03-23 10:00:00,CZK,LU,Luxembourg,Reinvestment of earnings,158926.4052714
2020,2022-03-23 10:00:00,EUR,LU,Luxembourg,Reinvestment of earnings,6055.49267561059
2020,2022-03-23 10:00:00,USD,LU,Luxembourg,Reinvestment of earnings,7430.98168379857
2021,2023-03-23 10:00:00,CZK,LU,Luxembourg,Reinvestment of earnings,169901.193995798
2021,2023-03-23 10:00:00,EUR,LU,Luxembourg,Reinvestment of earnings,6834.31995156066
2021,2023-03-23 10:00:00,USD,LU,Luxembourg,Reinvestment of earnings,7740.02068223762
2014,2016-03-22 10:00:00,CZK,LU,Luxembourg,Other capital,62226.987725
2014,2016-03-22 10:00:00,EUR,LU,Luxembourg,Other capital,2244.4359864743
2014,2016-03-22 10:00:00,USD,LU,Luxembourg,Other capital,2725.18996781116
2015,2017-03-21 10:00:00,CZK,LU,Luxembourg,Other capital,63225.410546
2015,2017-03-21 10:00:00,EUR,LU,Luxembourg,Other capital,2339.51565387604
2015,2017-03-21 10:00:00,USD,LU,Luxembourg,Other capital,2546.94692821463
2016,2018-03-16 10:00:00,CZK,LU,Luxembourg,Other capital,62882.6924115
2016,2018-03-16 10:00:00,EUR,LU,Luxembourg,Other capital,2327.26470804959
2016,2018-03-16 10:00:00,USD,LU,Luxembourg,Other capital,2452.61876093061
2017,2019-03-15 10:00:00,CZK,LU,Luxembourg,Other capital,84550.30914
2017,2019-03-15 10:00:00,EUR,LU,Luxembourg,Other capital,3310.50544792482
2017,2019-03-15 10:00:00,USD,LU,Luxembourg,Other capital,3971.17604339862
2018,2020-03-13 10:00:00,CZK,LU,Luxembourg,Other capital,131319.158009
2018,2020-03-13 10:00:00,EUR,LU,Luxembourg,Other capital,5104.72917430515
2018,2020-03-13 10:00:00,USD,LU,Luxembourg,Other capital,5845.23982947565
2019,2021-03-16 10:00:00,CZK,LU,Luxembourg,Other capital,185387.629262
2019,2021-03-16 10:00:00,EUR,LU,Luxembourg,Other capital,7295.85317835498
2019,2021-03-16 10:00:00,USD,LU,Luxembourg,Other capital,8195.37727165024
2020,2022-03-23 10:00:00,CZK,LU,Luxembourg,Other capital,176287.8822714
2020,2022-03-23 10:00:00,EUR,LU,Luxembourg,Other capital,6717.00827858259
2020,2022-03-23 10:00:00,USD,LU,Luxembourg,Other capital,8242.75879138729
2021,2023-03-23 10:00:00,CZK,LU,Luxembourg,Other capital,186781.638764
2021,2023-03-23 10:00:00,EUR,LU,Luxembourg,Other capital,7513.34025599357
2021,2023-03-23 10:00:00,USD,LU,Luxembourg,Other capital,8509.02641173523
2014,2016-03-22 10:00:00,CZK,LU,Luxembourg,Sum,336073.692846118
2014,2016-03-22 10:00:00,EUR,LU,Luxembourg,Sum,12121.6841423307
2014,2016-03-22 10:00:00,USD,LU,Luxembourg,Sum,14718.1261647595
2015,2017-03-21 10:00:00,CZK,LU,Luxembourg,Sum,354409.068071028
2015,2017-03-21 10:00:00,EUR,LU,Luxembourg,Sum,13114.1190775589
2015,2017-03-21 10:00:00,USD,LU,Luxembourg,Sum,14276.8719010243
2016,2018-03-16 10:00:00,CZK,LU,Luxembourg,Sum,370325.621303028
2016,2018-03-16 10:00:00,EUR,LU,Luxembourg,Sum,13705.6114471883
2016,2018-03-16 10:00:00,USD,LU,Luxembourg,Sum,14443.8402942013
2017,2019-03-15 10:00:00,CZK,LU,Luxembourg,Sum,511900.919590948
2017,2019-03-15 10:00:00,EUR,LU,Luxembourg,Sum,20043.105700507
2017,2019-03-15 10:00:00,USD,LU,Luxembourg,Sum,24043.0660650485
2018,2020-03-13 10:00:00,CZK,LU,Luxembourg,Sum,620234.984246665
2018,2020-03-13 10:00:00,EUR,LU,Luxembourg,Sum,24110.2034692581
2018,2020-03-13 10:00:00,USD,LU,Luxembourg,Sum,27607.7176287129
2019,2021-03-16 10:00:00,CZK,LU,Luxembourg,Sum,658571.1171663
2019,2021-03-16 10:00:00,EUR,LU,Luxembourg,Sum,25917.7928833648
2019,2021-03-16 10:00:00,USD,LU,Luxembourg,Sum,29113.2627720393
2020,2022-03-23 10:00:00,CZK,LU,Luxembourg,Sum,667827.044980922
2020,2022-03-23 10:00:00,EUR,LU,Luxembourg,Sum,25445.8771187244
2020,2022-03-23 10:00:00,USD,LU,Luxembourg,Sum,31225.8402291543
2021,2023-03-23 10:00:00,CZK,LU,Luxembourg,Sum,678966.76357172
2021,2023-03-23 10:00:00,EUR,LU,Luxembourg,Sum,27311.6155901738
2021,2023-03-23 10:00:00,USD,LU,Luxembourg,Sum,30931.0174284415
2014,2016-03-22 10:00:00,CZK,HU,Hungary,Registered capital,5174.205098
2014,2016-03-22 10:00:00,EUR,HU,Hungary,Registered capital,186.625972876465
2014,2016-03-22 10:00:00,USD,HU,Hungary,Registered capital,226.600906455286
2015,2017-03-21 10:00:00,CZK,HU,Hungary,Registered capital,4462.383116
2015,2017-03-21 10:00:00,EUR,HU,Hungary,Registered capital,165.12055933395
2015,2017-03-21 10:00:00,USD,HU,Hungary,Registered capital,179.760840960361
2016,2018-03-16 10:00:00,CZK,HU,Hungary,Registered capital,5012.951963
2016,2018-03-16 10:00:00,EUR,HU,Hungary,Registered capital,185.52745977054
2016,2018-03-16 10:00:00,USD,HU,Hungary,Registered capital,195.520572682242
2017,2019-03-15 10:00:00,CZK,HU,Hungary,Registered capital,9545.724408
2017,2019-03-15 10:00:00,EUR,HU,Hungary,Registered capital,373.755849960846
2017,2019-03-15 10:00:00,USD,HU,Hungary,Registered capital,448.345517260814
2018,2020-03-13 10:00:00,CZK,HU,Hungary,Registered capital,9857.550232
2018,2020-03-13 10:00:00,EUR,HU,Hungary,Registered capital,383.189513391642
2018,2020-03-13 10:00:00,USD,HU,Hungary,Registered capital,438.776383512864
2019,2021-03-16 10:00:00,CZK,HU,Hungary,Registered capital,17505.20747
2019,2021-03-16 10:00:00,EUR,HU,Hungary,Registered capital,688.910171979536
2019,2021-03-16 10:00:00,USD,HU,Hungary,Registered capital,773.847640245789
2020,2022-03-23 10:00:00,CZK,HU,Hungary,Registered capital,34569.2795557686
2020,2022-03-23 10:00:00,EUR,HU,Hungary,Registered capital,1317.17582609139
2020,2022-03-23 10:00:00,USD,HU,Hungary,Registered capital,1616.3688014106
2021,2023-03-23 10:00:00,CZK,HU,Hungary,Registered capital,39201.2191512718
2021,2023-03-23 10:00:00,EUR,HU,Hungary,Registered capital,1576.87929007529
2021,2023-03-23 10:00:00,USD,HU,Hungary,Registered capital,1785.85117540303
2014,2016-03-22 10:00:00,CZK,HU,Hungary,Reinvestment of earnings,2655.503046
2014,2016-03-22 10:00:00,EUR,HU,Hungary,Reinvestment of earnings,95.7800918304779
2014,2016-03-22 10:00:00,USD,HU,Hungary,Reinvestment of earnings,116.29600797057
2015,2017-03-21 10:00:00,CZK,HU,Hungary,Reinvestment of earnings,600.468121
2015,2017-03-21 10:00:00,EUR,HU,Hungary,Reinvestment of earnings,22.2189869010176
2015,2017-03-21 10:00:00,USD,HU,Hungary,Reinvestment of earnings,24.1890155091847
2016,2018-03-16 10:00:00,CZK,HU,Hungary,Reinvestment of earnings,2306.2134604
2016,2018-03-16 10:00:00,EUR,HU,Hungary,Reinvestment of earnings,85.3520895780903
2016,2018-03-16 10:00:00,USD,HU,Hungary,Reinvestment of earnings,89.9494309606459
2017,2019-03-15 10:00:00,CZK,HU,Hungary,Reinvestment of earnings,4303.85912312
2017,2019-03-15 10:00:00,EUR,HU,Hungary,Reinvestment of earnings,168.514452745497
2017,2019-03-15 10:00:00,USD,HU,Hungary,Reinvestment of earnings,202.1445269419
2018,2020-03-13 10:00:00,CZK,HU,Hungary,Reinvestment of earnings,6108.69389456
2018,2020-03-13 10:00:00,EUR,HU,Hungary,Reinvestment of earnings,237.461375881827
2018,2020-03-13 10:00:00,USD,HU,Hungary,Reinvestment of earnings,271.908390214546
2019,2021-03-16 10:00:00,CZK,HU,Hungary,Reinvestment of earnings,4900.498308888
2019,2021-03-16 10:00:00,EUR,HU,Hungary,Reinvestment of earnings,192.857076304132
2019,2021-03-16 10:00:00,USD,HU,Hungary,Reinvestment of earnings,216.634910432253
2020,2022-03-23 10:00:00,CZK,HU,Hungary,Reinvestment of earnings,9213.0007479
2020,2022-03-23 10:00:00,EUR,HU,Hungary,Reinvestment of earnings,351.038321505049
2020,2022-03-23 10:00:00,USD,HU,Hungary,Reinvestment of earnings,430.775739837284
2021,2023-03-23 10:00:00,CZK,HU,Hungary,Reinvestment of earnings,8111.61612719472
2021,2023-03-23 10:00:00,EUR,HU,Hungary,Reinvestment of earnings,326.291879613625
2021,2023-03-23 10:00:00,USD,HU,Hungary,Reinvestment of earnings,369.532874456504
2014,2016-03-22 10:00:00,CZK,HU,Hungary,Other capital,2494.687
2014,2016-03-22 10:00:00,EUR,HU,Hungary,Other capital,89.9796934174932
2014,2016-03-22 10:00:00,USD,HU,Hungary,Other capital,109.253175089778
2015,2017-03-21 10:00:00,CZK,HU,Hungary,Other capital,2846.745
2015,2017-03-21 10:00:00,EUR,HU,Hungary,Other capital,105.337465309898
2015,2017-03-21 10:00:00,USD,HU,Hungary,Other capital,114.677126973896
2016,2018-03-16 10:00:00,CZK,HU,Hungary,Other capital,1560.431
2016,2018-03-16 10:00:00,EUR,HU,Hungary,Other capital,57.750962250185
2016,2018-03-16 10:00:00,USD,HU,Hungary,Other capital,60.8616170677484
2017,2019-03-15 10:00:00,CZK,HU,Hungary,Other capital,1310.862
2017,2019-03-15 10:00:00,EUR,HU,Hungary,Other capital,51.325841816758
2017,2019-03-15 10:00:00,USD,HU,Hungary,Other capital,61.5688319008032
2018,2020-03-13 10:00:00,CZK,HU,Hungary,Other capital,-1904.777
2018,2020-03-13 10:00:00,EUR,HU,Hungary,Other capital,-74.0438095238095
2018,2020-03-13 10:00:00,USD,HU,Hungary,Other capital,-84.7848749221045
2019,2021-03-16 10:00:00,CZK,HU,Hungary,Other capital,-1584.485
2019,2021-03-16 10:00:00,EUR,HU,Hungary,Other capital,-62.3567493112948
2019,2021-03-16 10:00:00,USD,HU,Hungary,Other capital,-70.0448698112373
2020,2022-03-23 10:00:00,CZK,HU,Hungary,Other capital,-9078.84
2020,2022-03-23 10:00:00,EUR,HU,Hungary,Other capital,-345.926462183273
2020,2022-03-23 10:00:00,USD,HU,Hungary,Other capital,-424.502735306495
2021,2023-03-23 10:00:00,CZK,HU,Hungary,Other capital,-18766.921
2021,2023-03-23 10:00:00,EUR,HU,Hungary,Other capital,-754.904304102977
2021,2023-03-23 10:00:00,USD,HU,Hungary,Other capital,-854.946061682839
2014,2016-03-22 10:00:00,CZK,HU,Hungary,Sum,10324.395144
2014,2016-03-22 10:00:00,EUR,HU,Hungary,Sum,372.385758124436
2014,2016-03-22 10:00:00,USD,HU,Hungary,Sum,452.150089515635
2015,2017-03-21 10:00:00,CZK,HU,Hungary,Sum,7909.596237
2015,2017-03-21 10:00:00,EUR,HU,Hungary,Sum,292.677011544866
2015,2017-03-21 10:00:00,USD,HU,Hungary,Sum,318.626983443442
2016,2018-03-16 10:00:00,CZK,HU,Hungary,Sum,8879.5964234
2016,2018-03-16 10:00:00,EUR,HU,Hungary,Sum,328.630511598816
2016,2018-03-16 10:00:00,USD,HU,Hungary,Sum,346.331620710636
2017,2019-03-15 10:00:00,CZK,HU,Hungary,Sum,15160.44553112
2017,2019-03-15 10:00:00,EUR,HU,Hungary,Sum,593.596144523101
2017,2019-03-15 10:00:00,USD,HU,Hungary,Sum,712.058876103518
2018,2020-03-13 10:00:00,CZK,HU,Hungary,Sum,14061.46712656
2018,2020-03-13 10:00:00,EUR,HU,Hungary,Sum,546.60707974966
2018,2020-03-13 10:00:00,USD,HU,Hungary,Sum,625.899898805306
2019,2021-03-16 10:00:00,CZK,HU,Hungary,Sum,20821.220778888
2019,2021-03-16 10:00:00,EUR,HU,Hungary,Sum,819.410498972373
2019,2021-03-16 10:00:00,USD,HU,Hungary,Sum,920.437680866805
